46,66,28,97,84,59,21,97,44,85,12,99,91,47,38,89,41,7,45,31,59,34,66,22,90,58,1,78,68,16,71,4,48,43,2,82,48,17,69,22
62,30,45,97,67,35,89,87,78,98,39,11,22,17,79,8,54,54,68,78,13,87,86,29,14,62,7,58,46,62,52,94,7,58,41,8,5,93,8,19
52,73,3,83,47,19,87,30,36,12,53,77,38,79,70,25,70,30,78,25,43,11,66,86,54,21,14,27,7,32,84,50,66,55,1,51,82,38,77,71
21,55,16,46,30,71,15,14,77,82,48,44,76,63,26,26,73,43,62,45,45,54,33,29,6,21,62,8,52,98,51,84,22,10,78,12,68,36,38,42
10,16,94,86,77,30,53,26,87,38,16,23,92,37,46,67,4,59,96,73,73,90,17,86,75,33,63,7,74,38,3,46,14,42,34,4,5,31,66,70
89,75,37,66,57,78,71,17,43,98,58,94,6,90,88,30,96,70,87,42,82,52,47,59,40,84,16,76,94,94,53,57,26,80,37,5,83,95,12,43
23,85,29,57,33,59,87,69,67,23,3,74,2,34,81,8,64,70,6,43,16,36,47,82,24,21,5,24,26,47,32,26,19,12,54,46,7,21,6,68
12,45,45,27,86,57,81,54,38,47,12,65,57,84,23,57,77,75,72,37,51,32,24,29,1,40,62,33,67,59,47,80,38,54,91,89,34,35,26,79
20,84,53,76,85,64,97,80,99,42,39,40,7,9,1,88,43,19,45,44,94,6,3,63,37,95,60,84,20,24,31,18,99,40,56,24,17,10,92,31
49,50,38,52,22,1,32,94,19,40,45,50,45,24,37,82,90,70,75,86,69,62,44,47,54,75,13,36,18,12,5,88,27,66,17,76,26,64,25,17
80,85,57,20,34,66,30,39,84,54,70,92,65,20,55,76,70,71,94,23,82,29,98,74,58,51,21,30,33,44,92,48,47,58,80,2,13,40,20,56
60,58,67,89,58,54,56,3,34,45,54,38,63,74,61,70,73,87,83,13,49,9,84,65,27,53,18,28,43,49,54,93,15,85,46,29,16,34,90,71
15,91,80,66,14,27,52,24,94,11,73,52,30,20,3,37,23,57,99,95,59,22,35,40,55,29,12,60,3,4,87,11,28,2,62,71,13,31,68,80
62,58,8,43,4,54,90,13,75,76,60,35,70,51,98,93,22,86,76,44,4,85,7,2,66,97,19,54,8,71,47,26,35,56,72,64,95,12,13,50
80,68,55,70,82,42,32,83,34,74,10,89,75,96,2,20,12,73,42,24,36,59,30,15,2,50,95,40,28,58,20,33,12,52,88,86,65,77,61,9
40,85,98,19,4,47,41,32,96,43,63,24,17,89,32,98,76,84,7,19,46,65,54,86,44,51,43,14,8,1,6,14,9,39,67,60,98,67,6,26
89,7,16,75,60,20,51,23,3,76,76,51,42,9,48,84,28,10,71,19,79,70,62,84,36,36,57,54,23,14,49,22,8,7,78,29,44,85,71,98
29,74,90,7,54,14,73,55,90,51,49,39,58,35,69,66,52,25,86,48,39,85,39,32,79,79,9,37,96,73,38,78,35,40,20,68,32,71,65,56
60,57,27,90,78,31,53,89,32,84,44,1,52,11,73,40,77,14,70,70,50,12,13,60,14,90,32,20,26,65,87,67,19,87,92,99,99,37,49,15
41,46,79,64,1,55,21,85,24,56,60,41,38,3,35,70,44,91,41,84,61,46,19,69,27,61,46,59,24,2,41,14,78,63,52,95,48,62,58,65
98,24,2,3,68,84,5,9,78,15,14,99,7,96,69,98,87,29,74,35,84,59,49,10,15,32,25,25,23,75,26,20,97,75,62,86,8,54,89,62
76,69,18,44,29,18,53,49,92,95,60,22,87,72,93,10,11,21,84,16,47,39,20,61,7,24,32,92,1,84,72,10,68,66,3,66,48,87,26,20
5,53,71,5,23,63,60,41,70,71,24,77,32,59,28,73,31,19,57,45,37,60,89,57,84,57,2,49,9,55,24,94,54,71,24,43,69,62,31,73
27,36,89,95,22,61,33,91,87,19,10,30,75,31,59,40,95,26,74,74,54,76,78,61,27,7,85,68,78,34,92,52,37,34,84,41,14,65,52,74
7,57,22,60,31,46,69,58,20,83,32,71,61,76,34,18,79,97,1,83,42,68,86,63,35,25,98,73,13,51,64,65,34,60,36,20,7,24,97,61
19,97,63,10,24,41,77,98,7,80,35,81,7,33,13,71,96,52,46,18,88,87,85,7,58,58,84,73,7,88,19,31,7,88,14,54,62,41,39,17
48,39,98,1,66,49,70,32,66,1,76,77,20,85,83,64,39,55,87,13,22,19,46,60,61,13,29,12,14,61,83,60,88,84,3,34,92,10,3,77
44,82,18,89,54,51,76,7,37,95,17,77,99,63,23,71,70,83,16,96,19,22,10,3,79,79,7,97,60,37,26,6,62,9,7,21,57,14,94,4
79,6,82,91,40,99,8,33,11,69,45,99,82,80,98,20,50,67,62,51,26,41,25,56,3,87,6,10,95,81,26,54,72,66,56,64,8,69,87,40
58,74,78,39,32,77,60,82,28,90,40,9,4,15,99,10,76,79,82,65,74,84,16,65,53,48,27,54,17,26,8,25,5,10,26,37,90,81,53,70
55,26,42,19,12,81,4,2,18,51,91,19,46,45,49,21,92,17,36,30,8,29,7,30,98,97,95,3,89,91,61,70,1,87,15,69,74,16,87,90
45,68,16,51,35,53,15,71,31,29,93,73,35,60,15,81,13,87,64,86,79,3,10,76,31,33,20,68,77,31,71,9,18,75,67,49,66,17,33,18
78,59,12,67,34,8,7,5,63,1,22,21,38,51,59,82,79,7,47,13,62,50,52,28,60,15,22,88,54,14,75,35,50,71,24,54,52,13,71,11
99,5,97,12,75,38,32,44,95,38,87,1,39,26,23,45,94,47,86,14,32,47,82,67,37,53,35,32,14,48,19,26,64,87,6,24,20,31,5,8
52,99,67,65,28,96,56,1,44,44,91,63,65,5,7,25,24,28,31,69,26,94,51,68,3,99,86,57,19,13,25,38,70,65,59,1,65,14,22,38
99,15,18,91,90,23,21,51,73,49,11,24,97,66,13,21,86,22,47,32,27,35,59,91,83,70,15,80,84,79,63,26,68,18,20,55,38,1,81,62
62,4,17,54,78,25,65,20,72,63,54,5,5,72,84,70,80,61,98,54,33,88,7,3,41,6,22,4,12,80,68,7,76,47,17,64,5,20,41,38
63,59,6,80,87,75,45,11,7,33,41,9,67,96,73,58,25,95,34,48,95,53,92,12,37,7,61,30,50,56,7,41,64,8,76,27,56,32,83,96
55,78,77,7,96,91,79,58,14,84,24,21,66,91,85,55,67,84,88,38,17,8,81,69,16,16,83,21,48,21,59,10,97,56,60,89,8,26,10,11
37,40,21,83,76,29,99,41,86,84,6,11,49,61,68,60,34,22,77,84,7,22,15,42,66,79,69,39,92,54,81,95,13,90,78,61,58,52,15,68
49,55,10,23,34,99,57,81,15,32,20,43,32,74,28,62,15,54,41,91,44,12,74,73,32,52,59,16,49,4,26,65,29,69,60,60,84,78,5,70
67,74,44,88,84,74,79,63,5,73,41,98,13,19,55,36,20,32,10,71,30,33,86,95,87,85,84,12,85,97,96,83,29,90,37,18,96,22,11,80
62,40,89,91,72,84,46,13,20,45,20,85,64,42,64,31,52,12,54,32,75,92,69,11,21,88,73,78,1,39,89,48,6,47,75,72,94,58,18,47
38,88,88,74,4,51,64,64,61,53,49,52,7,64,94,2,25,23,89,49,35,23,40,19,64,75,89,18,8,28,87,79,3,51,17,44,80,12,78,14
95,39,1,72,27,93,77,95,89,55,17,63,74,57,54,40,19,65,79,69,59,51,54,44,48,51,48,88,95,55,75,66,4,45,12,53,57,41,15,39
98,14,47,62,6,62,15,78,66,93,48,77,14,6,23,42,7,16,31,47,93,33,19,30,72,4,1,51,70,41,36,52,16,50,9,68,66,35,35,86
39,3,46,59,18,34,93,9,45,6,10,42,51,74,78,63,8,33,80,67,42,78,77,49,92,14,76,2,33,28,10,37,8,55,12,90,37,81,59,77
64,24,33,66,80,76,74,63,18,87,66,6,77,60,45,93,30,57,57,68,54,18,13,53,83,94,20,61,58,34,62,89,74,80,33,61,71,19,35,74
39,72,23,16,55,28,24,27,12,61,31,62,98,74,45,81,24,65,72,18,65,13,85,39,77,38,38,84,44,88,78,14,44,91,28,47,69,5,99,32
59,90,42,64,97,83,55,88,40,72,37,40,71,17,11,26,48,12,79,64,44,94,42,24,34,89,47,26,46,31,95,87,26,97,38,7,23,30,84,32
88,98,54,16,84,87,16,79,36,7,2,9,83,12,79,81,93,40,7,27,74,77,65,35,27,83,39,92,9,19,25,6,56,46,3,25,48,58,40,80
38,52,10,38,9,70,16,57,67,38,23,76,19,7,78,72,35,41,53,25,50,7,33,67,13,59,87,33,49,46,56,33,27,16,60,57,31,67,28,94
21,49,39,23,65,62,85,88,68,70,67,8,16,26,95,63,28,94,19,91,85,74,80,37,1,13,24,98,10,47,87,76,75,6,70,43,4,34,77,21
58,2,67,80,78,62,78,79,86,51,86,17,2,22,58,23,17,68,38,61,79,81,91,1,38,77,81,82,8,61,93,24,13,51,16,64,9,3,43,18
16,51,26,64,52,55,28,45,59,80,5,12,37,22,93,10,91,22,13,46,98,29,40,3,48,71,51,19,92,93,37,83,74,57,66,5,48,39,80,76
19,50,64,71,55,43,70,42,21,17,1,40,68,36,22,87,52,91,65,4,9,60,2,10,62,25,38,96,71,52,83,84,74,6,58,19,46,63,87,79
87,67,51,22,94,73,71,77,81,37,69,37,77,45,48,45,52,21,3,47,77,37,46,15,25,85,72,31,94,96,12,51,73,69,95,80,63,49,83,36
13,82,32,71,3,71,86,26,25,53,37,2,90,52,96,63,42,68,67,43,55,53,72,31,29,24,10,9,46,94,46,70,21,92,8,18,64,40,62,57
50,43,44,96,86,90,59,98,22,27,23,91,52,59,98,71,28,4,32,11,54,44,25,23,88,16,76,68,24,55,59,67,16,92,27,25,6,27,45,94
81,82,68,58,66,1,12,34,19,61,6,6,72,15,81,26,55,19,85,45,59,71,96,49,11,91,47,73,33,29,76,4,53,34,82,56,91,20,64,12
4,40,31,23,78,63,65,57,72,36,53,47,9,81,61,4,23,32,96,96,56,11,79,56,19,95,88,78,16,90,55,63,75,51,78,56,67,37,63,37
14,66,53,27,73,90,93,92,48,99,13,54,43,17,49,21,8,85,24,77,38,16,5,16,9,49,37,67,78,19,45,39,12,30,97,74,6,94,31,45
2,39,5,33,86,71,61,4,13,68,12,14,29,4,98,71,29,75,90,16,42,14,2,52,77,84,72,56,10,81,8,28,45,6,47,79,96,70,51,65
88,61,33,88,28,45,45,44,25,19,76,80,1,55,47,95,2,20,71,71,35,63,10,5,63,49,47,49,91,81,11,71,26,20,9,65,3,73,65,94
20,74,67,32,66,65,69,46,92,94,23,98,55,62,48,25,24,27,34,84,95,41,19,15,39,64,7,72,53,15,44,80,84,41,22,61,97,23,49,86
72,96,38,85,67,57,51,66,89,21,1,76,15,94,27,72,91,75,27,6,99,76,68,16,78,25,27,57,79,2,22,79,1,91,61,75,53,88,44,64
29,59,92,13,95,14,9,70,27,64,4,5,35,60,8,76,41,20,69,28,88,6,1,83,45,54,55,89,68,30,22,37,40,54,64,17,96,72,77,63
73,22,74,19,83,55,75,74,4,31,79,70,99,97,17,33,49,18,24,76,94,92,65,89,64,71,60,96,28,55,36,30,29,33,54,98,78,81,77,84
4,89,70,58,89,81,48,19,35,70,77,85,33,27,1,75,20,45,29,4,53,93,58,9,62,11,20,28,99,7,36,54,9,22,87,31,96,69,13,52
23,21,94,33,91,96,2,38,25,83,1,7,68,82,5,13,15,59,5,85,94,50,22,41,82,18,67,54,47,33,9,33,75,32,60,50,12,12,55,9
10,73,90,96,73,48,74,77,12,70,58,95,45,4,22,65,32,44,37,87,60,16,40,69,2,15,83,78,69,32,57,38,30,48,70,6,35,28,64,63
12,59,9,54,37,75,13,27,77,3,86,71,21,48,47,1,53,98,6,17,45,30,49,51,87,18,97,58,33,79,2,22,95,1,77,22,85,92,80,53
57,67,92,89,79,96,57,10,12,85,60,14,49,33,46,20,84,34,84,47,55,73,66,72,57,34,54,60,74,69,50,36,69,72,52,97,7,85,5,24
22,36,60,40,67,61,34,9,4,69,7,8,68,30,95,78,98,37,75,30,91,56,50,82,46,11,16,71,24,37,25,70,26,73,99,77,79,45,97,12
11,84,94,53,31,31,63,22,23,43,57,96,93,38,44,86,96,73,95,2,17,27,2,98,53,60,54,80,56,76,96,85,29,55,14,8,16,84,35,52
44,91,76,79,52,58,30,69,61,50,81,3,4,79,88,73,26,40,10,44,57,65,10,2,82,16,87,84,80,64,93,6,82,65,28,19,16,12,71,92
52,6,69,21,53,60,37,3,69,27,22,45,43,43,49,54,5,17,50,21,20,34,65,85,46,35,36,89,25,61,13,82,37,39,16,86,90,84,43,90
67,97,75,40,95,1,11,33,2,88,27,36,40,31,7,66,80,55,59,45,82,17,92,62,77,84,85,3,87,35,77,86,44,23,72,22,80,98,48,60
